PLOT_CODE,TYPHA_PRESENT,SITE,REFERENCE,SAMPLE_YEAR,TYPE,INLAND,SHEAR_BOOM,LOG_FENCE,OFFSHORE_STRUCTURE,CREATION_YR,AGE,SAMPLING_AGE,AREA_MAPPED,AREA_INTENDED,RIVER,ARM,M_UPRIVER,KM_UPRIVER,GRAZING,ELEVATION,ELEV_ADJ,ELEV_ADJ_D,PROX_CHAN,CARELYN_MH,ALL_RICH,NAT_RICH,NN_RICH,SHANN,SIMP,RC_Native,RC_NonNative,RC_Invasive,RC_Unknown
14-001-1-20,no,14-001,No,2021,Protruding,No,NO,NO,YES,1988,33,33,3451.89,NA,Fraser,Main,37471,37.47,1,1.190000057,1.190000057,11.90000057,4.29,NA,10,6,4,1.243880994,0.633506616,53.1791908,6.3583815,40.4624277,0
14-001-1-4,no,14-001,No,2021,Protruding,No,NO,NO,YES,1988,33,33,3451.89,NA,Fraser,Main,37471,37.47,1,1.159999967,1.159999967,11.59999967,3.41,101,7,5,2,0.790243061,0.455244886,39.8907104,0,60.1092896,0
14-001-1-5,no,14-001,No,2021,Protruding,No,NO,NO,YES,1988,33,33,3451.89,NA,Fraser,Main,37471,37.47,1,1.75999999,1.55999999,15.5999999,22.87,NA,3,1,2,0,0,0.2320186,0,99.7679814,0
14-001-1-6,no,14-001,No,2021,Protruding,No,NO,NO,YES,1988,33,33,3451.89,NA,Fraser,Main,37471,37.47,1,1.149999976,1.149999976,11.49999976,3.91,NA,10,5,5,0.099520224,0.03001607,68.3937824,18.3937824,12.9533679,0.2590674
14-001-1-7,no,14-001,No,2021,Protruding,No,NO,NO,YES,1988,33,33,3451.89,NA,Fraser,Main,37471,37.47,1,1.840000033,1.640000033,16.40000033,23.31,NA,2,1,1,0,0,0.1426534,0,99.8573466,0
Alex_Fraser_North-1-1,no,AFN,No,2021,Basin,Yes,NO,NO,NO,2010,11,11,4247.83,NA,Fraser,Main,21356,21.36,1,0.860000014,0.860000014,8.60000014,30.33,76,7,2,5,0.025989874,0.007936382,79.9363057,0.3184713,3.8216561,15.9235669
Alex_Fraser_North-1-15,no,AFN,No,2021,Basin,Yes,NO,NO,NO,2010,11,11,4247.83,NA,Fraser,Main,21356,21.36,1,0.660000026,0.460000026,4.60000026,57.7,107,3,1,2,0,0,98.1996727,1.8003273,0,0
Alex_Fraser_North-1-17,no,AFN,No,2021,Basin,Yes,NO,NO,NO,2010,11,11,4247.83,NA,Fraser,Main,21356,21.36,1,0.689999998,0.489999998,4.89999998,91.05,128,3,1,2,0,0,86.9565217,10.8695652,2.173913,0
Alex_Fraser_North-1-19,no,AFN,No,2021,Basin,Yes,NO,NO,NO,2010,11,11,4247.83,NA,Fraser,Main,21356,21.36,1,0.629999995,0.429999995,4.29999995,104.1,139,4,2,2,0.066521614,0.024386526,99.7536946,0.2463054,0,0
Alex_Fraser_North-1-2,no,AFN,No,2021,Basin,Yes,NO,NO,NO,2010,11,11,4247.83,NA,Fraser,Main,21356,21.36,1,0.769999981,0.569999981,5.69999981,74.23,139,7,5,2,1.157595696,0.657136106,26.8221574,0.2915452,72.8862974,0
Alex_Fraser_North-1-20,no,AFN,No,2021,Basin,Yes,NO,NO,NO,2010,11,11,4247.83,NA,Fraser,Main,21356,21.36,1,0.850000024,0.650000024,6.50000024,107.09,112,3,1,2,0,0,98.1996727,1.8003273,0,0
Alex_Fraser_North-1-21,no,AFN,No,2021,Basin,Yes,NO,NO,NO,2010,11,11,4247.83,NA,Fraser,Main,21356,21.36,1,0.579999983,0.579999983,5.79999983,145.15,105,6,4,2,0.997783278,0.582644628,91.6666667,8.3333333,0,0
Alex_Fraser_North-1-22,no,AFN,No,2021,Basin,Yes,NO,NO,NO,2010,11,11,4247.83,NA,Fraser,Main,21356,21.36,1,0.5,0.5,5,156.61,136,7,4,3,0.279704173,0.108935564,39.2592593,60,0,0.7407407
Alex_Fraser_North-1-24,no,AFN,No,2021,Basin,Yes,NO,NO,NO,2010,11,11,4247.83,NA,Fraser,Main,21356,21.36,1,0.360000014,0.360000014,3.60000014,173.8,NA,5,4,1,0.997783278,0.582644628,95.6521739,4.3478261,0,0
Alex_Fraser_North-1-25,no,AFN,No,2021,Basin,Yes,NO,NO,NO,2010,11,11,4247.83,NA,Fraser,Main,21356,21.36,1,0.579999983,0.579999983,5.79999983,149.48,107,9,5,4,1.307062378,0.705078125,88.8888889,5.5555556,2.7777778,2.7777778
Alex_Fraser_North-1-27,no,AFN,No,2021,Basin,Yes,NO,NO,NO,2010,11,11,4247.83,NA,Fraser,Main,21356,21.36,1,0.600000024,0.600000024,6.00000024,150.44,114,5,3,2,0.747312277,0.50386828,97.260274,2.739726,0,0
Alex_Fraser_North-1-28,no,AFN,No,2021,Basin,Yes,NO,NO,NO,2010,11,11,4247.83,NA,Fraser,Main,21356,21.36,1,0.280000001,0.280000001,2.80000001,143,126,4,2,2,0.693147181,0.5,84.5070423,15.4929577,0,0
Alex_Fraser_North-1-29,no,AFN,No,2021,Basin,Yes,NO,NO,NO,2010,11,11,4247.83,NA,Fraser,Main,21356,21.36,1,0.439999998,0.439999998,4.39999998,161.24,115,11,5,6,0.983159186,0.538108356,84.6153846,10.2564103,5.1282051,0
Alex_Fraser_North-1-3,no,AFN,No,2021,Basin,Yes,NO,NO,NO,2010,11,11,4247.83,NA,Fraser,Main,21356,21.36,1,0.379999995,0.179999995,1.79999995,94.98,127,2,1,1,0,0,95.7446809,4.2553191,0,0
Alex_Fraser_North-1-31,no,AFN,No,2021,Basin,Yes,NO,NO,NO,2010,11,11,4247.83,NA,Fraser,Main,21356,21.36,1,0.50999999,0.50999999,5.0999999,149.6,NA,7,2,5,0.083649705,0.032249395,92.4242424,4.5454545,1.5151515,1.5151515
Alex_Fraser_North-1-32,no,AFN,No,2021,Basin,Yes,NO,NO,NO,2010,11,11,4247.83,NA,Fraser,Main,21356,21.36,1,0.970000029,0.970000029,9.70000029,154.19,NA,2,2,0,0.191444082,0.090702948,100,0,0,0
Alex_Fraser_North-1-33,no,AFN,No,2021,Basin,Yes,NO,NO,NO,2010,11,11,4247.83,NA,Fraser,Main,21356,21.36,1,0.610000014,0.610000014,6.10000014,151.55,NA,2,2,0,0.636514168,0.444444444,100,0,0,0
Alex_Fraser_North-1-34,no,AFN,No,2021,Basin,Yes,NO,NO,NO,2010,11,11,4247.83,NA,Fraser,Main,21356,21.36,1,0.540000021,0.540000021,5.40000021,157.33,NA,6,4,2,0.404509942,0.170798898,94.2857143,5.7142857,0,0
Alex_Fraser_North-1-4,no,AFN,No,2021,Basin,Yes,NO,NO,NO,2010,11,11,4247.83,NA,Fraser,Main,21356,21.36,1,0.689999998,0.489999998,4.89999998,72.5,132,3,1,2,0,0,99.7340426,0.2659574,0,0
Alex_Fraser_North-1-5,no,AFN,No,2021,Basin,Yes,NO,NO,NO,2010,11,11,4247.83,NA,Fraser,Main,21356,21.36,1,0.620000005,0.620000005,6.20000005,69.99,115,6,4,2,0.694873121,0.368433875,69.5783133,0.3012048,30.1204819,0
Alex_Fraser_North-1-6,no,AFN,No,2021,Basin,Yes,NO,NO,NO,2010,11,11,4247.83,NA,Fraser,Main,21356,21.36,1,0.529999971,0.329999971,3.29999971,78.92,127,2,1,1,0,0,88.7096774,11.2903226,0,0
Alex_Fraser_North-1-7,no,AFN,No,2021,Basin,Yes,NO,NO,NO,2010,11,11,4247.83,NA,Fraser,Main,21356,21.36,1,0.670000017,0.470000017,4.70000017,96.42,104,3,1,2,0,0,99.7782705,0.2217295,0,0
Alex_Fraser_North-1-9,no,AFN,No,2021,Basin,Yes,NO,NO,NO,2010,11,11,4247.83,NA,Fraser,Main,21356,21.36,1,0.730000019,0.530000019,5.30000019,62.54,121,2,1,1,0,0,99.7506234,0.2493766,0,0
Alex_Fraser_North-2-10,no,AFN,No,2021,Basin,Yes,NO,NO,NO,2010,11,11,4247.83,NA,Fraser,Main,21356,21.36,1,0.649999976,0.649999976,6.49999976,107.09,NA,4,2,2,0.191444082,0.090702948,91.3043478,8.6956522,0,0
Alex_Fraser_North-2-11,no,AFN,No,2021,Basin,Yes,NO,NO,NO,2010,11,11,4247.83,NA,Fraser,Main,21356,21.36,1,0.50999999,0.50999999,5.0999999,97.94,NA,5,2,3,0.693147181,0.5,3.7037037,94.4444444,0,1.8518519
Alex_Fraser_North-2-12,no,AFN,No,2021,Basin,Yes,NO,NO,NO,2010,11,11,4247.83,NA,Fraser,Main,21356,21.36,1,0.540000021,0.540000021,5.40000021,91.93,NA,3,2,1,0.191444082,0.090702948,67.7419355,32.2580645,0,0
Alex_Fraser_North-2-13,no,AFN,No,2021,Basin,Yes,NO,NO,NO,2010,11,11,4247.83,NA,Fraser,Main,21356,21.36,1,0.620000005,0.620000005,6.20000005,64.86,NA,4,0,4,0,1,0,2.9126214,97.0873786,0
Alex_Fraser_North-2-14,no,AFN,No,2021,Basin,Yes,NO,NO,NO,2010,11,11,4247.83,NA,Fraser,Main,21356,21.36,1,0.430000007,0.430000007,4.30000007,101.96,NA,5,3,2,0.353288133,0.18018018,98.2300885,1.7699115,0,0
Alex_Fraser_North-2-18,no,AFN,No,2021,Basin,Yes,NO,NO,NO,2010,11,11,4247.83,NA,Fraser,Main,21356,21.36,1,0.479999989,0.479999989,4.79999989,101.98,NA,3,0,3,0,1,0,66.6666667,0,33.3333333
Alex_Fraser_North-2-8,no,AFN,No,2021,Basin,Yes,NO,NO,NO,2010,11,11,4247.83,NA,Fraser,Main,21356,21.36,1,0.639999986,0.639999986,6.39999986,90.1,87,3,2,1,0.562335145,0.375,97.5609756,2.4390244,0,0
Eburne_Slough-1-1,yes,ES,No,2021,Protruding,No,NO,NO,NO,2013,8,8,2569.27,5937,Fraser,North,5954,5.95,3,1.159999967,0.959999967,9.59999967,7.06,NA,2,1,1,0,0,99.9001,0,0.0999,0
Eburne_Slough-1-11,yes,ES,No,2021,Protruding,No,NO,NO,NO,2013,8,8,2569.27,5937,Fraser,North,5954,5.95,3,1.940000057,1.740000057,17.40000057,18.79,NA,3,1,2,0,0,99.5025,0.2488,0.2488,0
Eburne_Slough-1-13,yes,ES,No,2021,Protruding,No,NO,NO,NO,2013,8,8,2569.27,5937,Fraser,North,5954,5.95,3,1.590000033,1.390000033,13.90000033,17.25,NA,5,1,4,0,0,84.0336,15.8613,0.105,0
Eburne_Slough-1-14,yes,ES,No,2021,Protruding,No,NO,NO,NO,2013,8,8,2569.27,5937,Fraser,North,5954,5.95,3,0.959999979,0.959999979,9.59999979,11.42,NA,3,1,2,0,0,66.23,6622.52,3311.26,0
Eburne_Slough-1-16,yes,ES,No,2021,Protruding,No,NO,NO,NO,2013,8,8,2569.27,5937,Fraser,North,5954,5.95,3,1.730000019,1.530000019,15.30000019,14.47,71,5,4,1,0.830797,0.515968,99.0109,0,0.9891,0
Eburne_Slough-1-3,yes,ES,No,2021,Protruding,No,NO,NO,NO,2013,8,8,2569.27,5937,Fraser,North,5954,5.95,3,1.909999967,1.909999967,19.09999967,17.51,NA,4,2,2,0.191444,0.090703,37.4332,62.3886,0.1783,0
Eburne_Slough-1-4,yes,ES,No,2021,Protruding,No,NO,NO,NO,2013,8,8,2569.27,5937,Fraser,North,5954,5.95,3,1.639999986,1.439999986,14.39999986,21.19,NA,4,1,3,0,0,65.7895,13.1579,21.0526,0
Eburne_Slough-1-5,yes,ES,No,2021,Protruding,No,NO,NO,NO,2013,8,8,2569.27,5937,Fraser,North,5954,5.95,3,1.309999943,1.109999943,11.09999943,13.13,NA,7,4,3,0.032233,0.008511,99.5751,0.1416,0.2833,0
Eburne_Slough-2-1,yes,ES,No,2021,Protruding,No,NO,NO,NO,2013,8,8,2569.27,5937,Fraser,North,5954,5.95,3,0.629999995,0.629999995,6.29999995,11.42,NA,7,5,2,0.994354,0.469388,6.5116,93.0233,0,0.4651
Eburne_Slough-2-10,yes,ES,No,2021,Protruding,No,NO,NO,NO,2013,8,8,2569.27,5937,Fraser,North,5954,5.95,3,0.610000014,0.610000014,6.10000014,11.58,NA,6,4,2,1.386294,0.75,26.6667,66.6667,6.6667,0
Eburne_Slough-2-14,yes,ES,No,2021,Protruding,No,NO,NO,NO,2013,8,8,2569.27,5937,Fraser,North,5954,5.95,3,0.349999994,0.349999994,3.49999994,6.38,NA,3,2,1,0.191444,0.090703,34.4262,65.5738,0,0
Eburne_Slough-2-15,yes,ES,No,2021,Protruding,No,NO,NO,NO,2013,8,8,2569.27,5937,Fraser,North,5954,5.95,3,0.879999995,0.879999995,8.79999995,11.18,NA,3,3,0,1.098612,0.666667,100,0,0,0
Eburne_Slough-2-17,yes,ES,No,2021,Protruding,No,NO,NO,NO,2013,8,8,2569.27,5937,Fraser,North,5954,5.95,3,1.460000038,1.460000038,14.60000038,11.68,NA,6,4,2,1.386294,0.75,16,0,4,80
Eburne_Slough-2-19,yes,ES,No,2021,Protruding,No,NO,NO,NO,2013,8,8,2569.27,5937,Fraser,North,5954,5.95,3,0.620000005,0.620000005,6.20000005,5.89,NA,7,4,3,1.386294,0.75,15.3846,3.8462,3.8462,76.9231
Eburne_Slough-2-4,yes,ES,No,2021,Protruding,No,NO,NO,NO,2013,8,8,2569.27,5937,Fraser,North,5954,5.95,3,0.769999981,0.769999981,7.69999981,8.07,NA,4,3,1,1.098612,0.666667,75,25,0,0
Frenchies-1-1-02A,yes,FR,No,2021,Basin,Yes,YES,NO,YES,2010,11,11,19100.32,NA,Fraser,Main,7640,7.64,0,1.27,1.07,10.7,71.15,NA,6,1,5,0,0,0.4385965,0.4385965,99.122807,0
Frenchies-1-1-03A,yes,FR,No,2021,Basin,Yes,YES,NO,YES,2010,11,11,19100.32,NA,Fraser,Main,7640,7.64,0,0.34,0.14,1.4,73.31,NA,5,3,2,0.790906434,0.523497918,14.0410959,0.3424658,85.6164384,0
Frenchies-1-2-01A,yes,FR,No,2021,Basin,Yes,YES,NO,YES,2010,11,11,19100.32,NA,Fraser,Main,7640,7.64,0,1.23,1.03,10.3,104.84,NA,2,0,2,0,1,0,0,100,0
Frenchies-1-2-02A,yes,FR,No,2021,Basin,Yes,YES,NO,YES,2010,11,11,19100.32,NA,Fraser,Main,7640,7.64,0,1.67,1.47,14.7,67.08,NA,4,1,3,0,0,7.1428571,0,92.8571429,0
Frenchies-1-3-01B,yes,FR,No,2021,Basin,Yes,YES,NO,YES,2010,11,11,19100.32,NA,Fraser,Main,7640,7.64,0,0.97,0.77,7.7,32.45,NA,3,1,2,0,0,3.5714286,0,96.4285714,0
Frenchies-1-3-03A,yes,FR,No,2021,Basin,Yes,YES,NO,YES,2010,11,11,19100.32,NA,Fraser,Main,7640,7.64,0,1.42,1.22,12.2,13.77,NA,4,1,3,0,0,22.7272727,0,77.2727273,0
Frenchies-1-3-04A,yes,FR,No,2021,Basin,Yes,YES,NO,YES,2010,11,11,19100.32,NA,Fraser,Main,7640,7.64,0,1.34,1.14,11.4,7.57,NA,1,0,1,0,1,0,0,100,0
Frenchies-1-4-02A,yes,FR,No,2021,Basin,Yes,YES,NO,YES,2010,11,11,19100.32,NA,Fraser,Main,7640,7.64,0,1.19,0.99,9.9,26.18,NA,3,2,1,0.693147181,0.5,1.6393443,0,98.3606557,0
Frenchies-1-4-03A,yes,FR,No,2021,Basin,Yes,YES,NO,YES,2010,11,11,19100.32,NA,Fraser,Main,7640,7.64,0,1.54,1.34,13.4,51.38,NA,2,0,2,0,1,0,0,100,0
Frenchies-1-5-01B,yes,FR,No,2021,Basin,Yes,YES,NO,YES,2010,11,11,19100.32,NA,Fraser,Main,7640,7.64,0,1.47,1.27,12.7,58.66,NA,3,1,2,0,0,20,0,80,0
Frenchies-1-5-02B,yes,FR,No,2021,Basin,Yes,YES,NO,YES,2010,11,11,19100.32,NA,Fraser,Main,7640,7.64,0,1.39,1.19,11.9,77.02,NA,2,0,2,0,1,0,0,100,0
Frenchies-1-5-03B,yes,FR,No,2021,Basin,Yes,YES,NO,YES,2010,11,11,19100.32,NA,Fraser,Main,7640,7.64,0,0.87,0.67,6.7,52.17,NA,4,3,1,0.727001363,0.430839002,17.3553719,0,82.6446281,0
Frenchies-1-7-03A,yes,FR,No,2021,Basin,Yes,YES,NO,YES,2010,11,11,19100.32,NA,Fraser,Main,7640,7.64,0,1.34,1.14,11.4,104.74,NA,3,0,3,0,1,0,0,100,0
Frenchies-1-7-04A,yes,FR,No,2021,Basin,Yes,YES,NO,YES,2010,11,11,19100.32,NA,Fraser,Main,7640,7.64,0,0.44,0.24,2.4,113.63,NA,2,1,1,0,0,1.2345679,0,98.7654321,0
Frenchies-1-8-01A,yes,FR,No,2021,Basin,Yes,YES,NO,YES,2010,11,11,19100.32,NA,Fraser,Main,7640,7.64,0,0.61,0.41,4.1,97.61,NA,2,1,1,0,0,3.8461538,0,96.1538462,0
Frenchies-1-8-02B,yes,FR,No,2021,Basin,Yes,YES,NO,YES,2010,11,11,19100.32,NA,Fraser,Main,7640,7.64,0,1.94,1.74,17.4,90.56,NA,4,2,2,0.693147181,0.5,2.9850746,0,97.0149254,0
Frenchies-1-8-03B,yes,FR,No,2021,Basin,Yes,YES,NO,YES,2010,11,11,19100.32,NA,Fraser,Main,7640,7.64,0,0.65,0.45,4.5,74.99,NA,4,3,1,0.79631164,0.448979592,3.3816425,0,96.6183575,0
Frenchies-1-8-04B,yes,FR,No,2021,Basin,Yes,YES,NO,YES,2010,11,11,19100.32,NA,Fraser,Main,7640,7.64,0,1.34,1.14,11.4,74.05,NA,5,3,2,0.867563228,0.5,37.5,0,62.5,0
Frenchies-1-9-03A,yes,FR,No,2021,Basin,Yes,YES,NO,YES,2010,11,11,19100.32,NA,Fraser,Main,7640,7.64,0,1.18,0.98,9.8,7.57,NA,2,0,2,0,1,0,0,100,0
Frenchies-1-9-04A,yes,FR,No,2021,Basin,Yes,YES,NO,YES,2010,11,11,19100.32,NA,Fraser,Main,7640,7.64,0,1.41,1.21,12.1,6.83,NA,2,1,1,0,0,16.6666667,0,83.3333333,0
Glenrose down-1-01,no,GLD,No,2021,Protruding,No,NO,NO,NO,2015,6,6,1598.59,1440,Fraser,Main,21552,21.55,1,1.090000033,0.890000033,8.90000033,14.7,135,4,3,1,0.32864379,0.152436485,98,0,2,0
Glenrose down-1-04,no,GLD,No,2021,Protruding,No,NO,NO,NO,2015,6,6,1598.59,1440,Fraser,Main,21552,21.55,1,0.959999979,0.759999979,7.59999979,7.22,137,4,3,1,0.137267598,0.056632701,98.6320109,0,1.3679891,0
Glenrose down-1-06,no,GLD,No,2021,Protruding,No,NO,NO,NO,2015,6,6,1598.59,1440,Fraser,Main,21552,21.55,1,0.839999974,0.639999974,6.39999974,5.43,131,2,2,0,0.693147181,0.5,100,0,0,0
Glenrose down-1-07,no,GLD,No,2021,Protruding,No,NO,NO,NO,2015,6,6,1598.59,1440,Fraser,Main,21552,21.55,1,1.24000001,1.04000001,10.4000001,10.99,127,2,2,0,0.545594574,0.359861592,100,0,0,0
Glenrose down-1-08,no,GLD,No,2021,Protruding,No,NO,NO,NO,2015,6,6,1598.59,1440,Fraser,Main,21552,21.55,1,0.910000026,0.710000026,7.10000026,6.39,138,4,3,1,0.202941814,0.093580235,94.0387481,0,5.9612519,0
Glenrose down-1-09,no,GLD,No,2021,Protruding,No,NO,NO,NO,2015,6,6,1598.59,1440,Fraser,Main,21552,21.55,1,0.839999974,0.639999974,6.39999974,2.04,94,2,2,0,0.008261817,0.002100838,100,0,0,0
Glenrose down-1-10,no,GLD,No,2021,Protruding,No,NO,NO,NO,2015,6,6,1598.59,1440,Fraser,Main,21552,21.55,1,0.889999986,0.889999986,8.89999986,5.33,132,2,2,0,0.598269589,0.408163265,100,0,0,0
Glenrose down-1-11,no,GLD,No,2021,Protruding,No,NO,NO,NO,2015,6,6,1598.59,1440,Fraser,Main,21552,21.55,1,1.360000014,1.360000014,13.60000014,17.41,116,2,2,0,0.465999257,0.290657439,100,0,0,0
Glenrose down-1-13,no,GLD,No,2021,Protruding,No,NO,NO,NO,2015,6,6,1598.59,1440,Fraser,Main,21552,21.55,1,1.049999952,0.849999952,8.49999952,4.97,NA,3,3,0,0.64156565,0.443277286,100,0,0,0
Glenrose down-1-15,no,GLD,No,2021,Protruding,No,NO,NO,NO,2015,6,6,1598.59,1440,Fraser,Main,21552,21.55,1,1.029999971,1.029999971,10.29999971,7.1,122,4,3,1,0.137267598,0.056632701,98.6320109,0,1.3679891,0
Glenrose down-1-16,no,GLD,No,2021,Protruding,No,NO,NO,NO,2015,6,6,1598.59,1440,Fraser,Main,21552,21.55,1,0.959999979,0.759999979,7.59999979,4.06,154,2,2,0,0.693147181,0.5,100,0,0,0
Glenrose down-1-17,no,GLD,No,2021,Protruding,No,NO,NO,NO,2015,6,6,1598.59,1440,Fraser,Main,21552,21.55,1,0.879999995,0.679999995,6.79999995,5.84,135,2,2,0,0.545594574,0.359861592,100,0,0,0
Glenrose down-1-18,no,GLD,No,2021,Protruding,No,NO,NO,NO,2015,6,6,1598.59,1440,Fraser,Main,21552,21.55,1,0.870000005,0.670000005,6.70000005,4.66,128,4,3,1,0.202941814,0.093580235,94.0387481,0,5.9612519,0
Glenrose down-1-20,no,GLD,No,2021,Protruding,No,NO,NO,NO,2015,6,6,1598.59,1440,Fraser,Main,21552,21.55,1,1.019999981,1.019999981,10.19999981,8.84,145,2,2,0,0.008261817,0.002100838,100,0,0,0
Glenrose upstream-1-01,no,GLU,No,2021,Protruding,No,NO,NO,NO,2015,6,6,1761.31,1765.97,Fraser,Main,21942,21.94,1,0.720000029,0.720000029,7.20000029,2.11,NA,10,4,6,0.727835623,0.440200617,75,12.5,11.4583333,1.0416667
Glenrose upstream-1-02,no,GLU,No,2021,Protruding,No,NO,NO,NO,2015,6,6,1761.31,1765.97,Fraser,Main,21942,21.94,1,1.379999995,1.379999995,13.79999995,14.75,NA,9,3,6,0.224451091,0.091836735,25.3012048,1.2048193,1.2048193,72.2891566
Glenrose upstream-1-03,no,GLU,No,2021,Protruding,No,NO,NO,NO,2015,6,6,1761.31,1765.97,Fraser,Main,21942,21.94,1,0.910000026,0.710000026,7.10000026,8.27,NA,11,7,4,0.165856415,0.057008201,89.254766,10.5719237,0.1733102,0
Glenrose upstream-1-06,no,GLU,No,2021,Protruding,No,NO,NO,NO,2015,6,6,1761.31,1765.97,Fraser,Main,21942,21.94,1,1.25,1.05,10.5,12.77,91,6,4,2,0.565691266,0.292483116,97.4537037,2.3148148,0.2314815,0
Glenrose upstream-1-07,no,GLU,No,2021,Protruding,No,NO,NO,NO,2015,6,6,1761.31,1765.97,Fraser,Main,21942,21.94,1,0.939999998,0.739999998,7.39999998,5.69,NA,3,1,2,0,0,99.8003992,0,0,0.1996008
Glenrose upstream-1-08,no,GLU,No,2021,Protruding,No,NO,NO,NO,2015,6,6,1761.31,1765.97,Fraser,Main,21942,21.94,1,0.779999971,0.779999971,7.79999971,7.76,62,4,3,1,0.478362628,0.265820274,87.654321,12.345679,0,0
Glenrose upstream-1-09,no,GLU,No,2021,Protruding,No,NO,NO,NO,2015,6,6,1761.31,1765.97,Fraser,Main,21942,21.94,1,0.670000017,0.670000017,6.70000017,5.77,18,7,4,3,0.793730055,0.390532544,52,48,0,0
Glenrose upstream-1-10,no,GLU,No,2021,Protruding,No,NO,NO,NO,2015,6,6,1761.31,1765.97,Fraser,Main,21942,21.94,1,0.76,0.56,5.6,6.03,98,2,2,0,0.008261817,0.002100838,100,0,0,0
Glenrose upstream-1-11,no,GLU,No,2021,Protruding,No,NO,NO,NO,2015,6,6,1761.31,1765.97,Fraser,Main,21942,21.94,1,1.110000014,1.110000014,11.10000014,5.2,NA,12,2,10,0.142505867,0.062434964,24.6031746,66.6666667,0,8.7301587
Glenrose upstream-1-12,no,GLU,No,2021,Protruding,No,NO,NO,NO,2015,6,6,1761.31,1765.97,Fraser,Main,21942,21.94,1,1.039999962,1.039999962,10.39999962,8.63,77,8,3,5,0.758487321,0.478668054,48.4375,48.4375,1.5625,1.5625
Glenrose upstream-1-13,no,GLU,No,2021,Protruding,No,NO,NO,NO,2015,6,6,1761.31,1765.97,Fraser,Main,21942,21.94,1,0.769999981,0.769999981,7.69999981,10.44,90,8,4,4,0.164289364,0.06442111,96.5333333,3.2,0.2666667,0
Glenrose upstream-1-14,no,GLU,No,2021,Protruding,No,NO,NO,NO,2015,6,6,1761.31,1765.97,Fraser,Main,21942,21.94,1,0.839999974,0.839999974,8.39999974,13.57,51,7,3,4,0.526824664,0.300994356,82.4324324,4.0540541,13.5135135,0
Glenrose upstream-1-17,no,GLU,No,2021,Protruding,No,NO,NO,NO,2015,6,6,1761.31,1765.97,Fraser,Main,21942,21.94,1,0.689999998,0.489999998,4.89999998,2.38,31,4,2,2,0.01440241,0.003984048,97.8515625,0.1953125,0,1.953125
Glenrose upstream-1-18,no,GLU,No,2021,Protruding,No,NO,NO,NO,2015,6,6,1761.31,1765.97,Fraser,Main,21942,21.94,1,1.00999999,1.00999999,10.0999999,8.34,NA,11,3,8,0.47875333,0.244946492,63.876652,7.0484581,26.4317181,2.6431718
Glenrose upstream-1-19,no,GLU,No,2021,Protruding,No,NO,NO,NO,2015,6,6,1761.31,1765.97,Fraser,Main,21942,21.94,1,2.25,2.25,22.5,10.91,83,6,4,2,0.807812463,0.52379536,80.3921569,9.8039216,9.8039216,0
Glenrose upstream-1-20,no,GLU,No,2021,Protruding,No,NO,NO,NO,2015,6,6,1761.31,1765.97,Fraser,Main,21942,21.94,1,1.080000043,1.080000043,10.80000043,8.48,85,7,4,3,1.116367075,0.602040816,92.1052632,7.8947368,0,0
Gunderson-1-10,no,GUN,No,2021,Protruding,No,NO,NO,NO,2014,7,7,NA,4750.97,Fraser,Main,22913,22.91,2,0.790000021,0.790000021,7.90000021,37.1,96,6,3,3,0.584383546,0.35985992,96.8085106,2.1276596,1.0638298,0
Gunderson-1-13,no,GUN,No,2021,Protruding,No,NO,NO,NO,2014,7,7,NA,4750.97,Fraser,Main,22913,22.91,2,0.730000019,0.730000019,7.30000019,13.64,NA,3,1,2,0,0,98.6842105,0.6578947,0,0.6578947
Gunderson-1-14,no,GUN,No,2021,Protruding,No,NO,NO,NO,2014,7,7,NA,4750.97,Fraser,Main,22913,22.91,2,0.589999974,0.389999974,3.89999974,17.7,NA,2,2,0,0.491327448,0.312174818,100,0,0,0
Gunderson-1-16,no,GUN,No,2021,Protruding,No,NO,NO,NO,2014,7,7,NA,4750.97,Fraser,Main,22913,22.91,2,1.049999952,1.049999952,10.49999952,12.95,107,13,8,5,0.989472688,0.478033016,86.9918699,4.8780488,8.1300813,0
Gunderson-1-19,no,GUN,Yes,2021,Protruding,No,NO,NO,NO,2014,7,7,NA,4750.97,Fraser,Main,22913,22.91,2,1.399999976,1.399999976,13.99999976,31.05,86,9,4,5,1.087075377,0.598765432,22.2222222,9.8765432,62.962963,4.9382716
Gunderson-1-2,no,GUN,No,2021,Protruding,No,NO,NO,NO,2014,7,7,NA,4750.97,Fraser,Main,22913,22.91,2,0.670000017,0.670000017,6.70000017,4.71,69,4,2,2,0.686961577,0.49382716,98.9010989,0.5494505,0,0.5494505
Gunderson-1-20,no,GUN,Yes,2021,Protruding,No,NO,NO,NO,2014,7,7,NA,4750.97,Fraser,Main,22913,22.91,2,1.549999952,1.349999952,13.49999952,55.06,106,6,3,3,0.741830412,0.509753946,20.0795229,0.1988072,79.72167,0
Gunderson-1-21,no,GUN,No,2021,Protruding,No,NO,NO,NO,2014,7,7,NA,4750.97,Fraser,Main,22913,22.91,2,0.74000001,0.74000001,7.4000001,20.66,56,4,1,3,0,0,79.4701987,19.8675497,0,0.6622517
