PLOT_CODE,TYPHA_PRESENT,SITE,REFERENCE,SAMPLE_YEAR,TYPE,INLAND,SHEAR_BOOM,LOG_FENCE,OFFSHORE_STRUCTURE,CREATION_YR,AGE,SAMPLING_AGE,AREA_MAPPED,AREA_INTENDED,RIVER,ARM,M_UPRIVER,KM_UPRIVER,GRAZING,ELEVATION,PROX_CHAN,CARELYN_MH,ALL_RICH,NAT_RICH,NN_RICH,SHANN,SIMP,RC_Native,RC_NonNative,RC_Invasive,RC_Unknown
REF-2015-10-1-18,no,REF-2015-10,YES,2015,Inline,No,NO,NO,NO,NA,NA,NA,NA,NA,Fraser,MAIN,12894,12.89,1,0.60825628,13.9764473,NA,5,3,2,0.523935,0.306923,81.9048,1.9048,16.1905,0
REF-2015-10-1-05,no,REF-2015-10,YES,2015,Inline,No,NO,NO,NO,NA,NA,NA,NA,NA,Fraser,MAIN,12894,12.89,1,0.642613769,14.80317633,NA,7,4,3,0.695496,0.381563,81.3665,1.2422,14.9068,2.4845
REF-2015-10-1-01,no,REF-2015-10,YES,2015,Inline,No,NO,NO,NO,NA,NA,NA,NA,NA,Fraser,MAIN,12894,12.89,1,0.72870183,19.55068884,215,5,4,1,1.088057,0.645289,99.3976,0.6024,0,0
REF-2015-10-1-27,no,REF-2015-10,YES,2015,Inline,No,NO,NO,NO,NA,NA,NA,NA,NA,Fraser,MAIN,12894,12.89,1,0.755631089,11.93095977,167,7,5,2,1.140136,0.62846,70.1031,25.7732,4.1237,0
REF-2015-10-1-14,no,REF-2015-10,YES,2015,Inline,No,NO,NO,NO,NA,NA,NA,NA,NA,Fraser,MAIN,12894,12.89,1,1.009561539,18.72183416,130,11,9,2,1.25272,0.566727,86.2069,9.8522,3.9409,0
REF-2015-10-1-03,no,REF-2015-10,YES,2015,Inline,No,NO,NO,NO,NA,NA,NA,NA,NA,Fraser,MAIN,12894,12.89,1,1.061323166,3.909516764,95,9,6,3,1.456306,0.692245,64.8148,13.8889,21.2963,0
REF-2015-10-1-24,no,REF-2015-10,YES,2015,Inline,No,NO,NO,NO,NA,NA,NA,NA,NA,Fraser,MAIN,12894,12.89,1,1.101638675,1.412506265,142,7,5,2,0.534646,0.2323,63,30,7,0
REF-2015-10-1-09,no,REF-2015-10,YES,2015,Inline,No,NO,NO,NO,NA,NA,NA,NA,NA,Fraser,MAIN,12894,12.89,1,1.170877814,19.72777243,172,11,8,3,1.127614,0.49446,76,15,9,0
REF-2015-10-1-12,no,REF-2015-10,YES,2015,Inline,No,NO,NO,NO,NA,NA,NA,NA,NA,Fraser,MAIN,12894,12.89,1,1.179133177,24.59937376,159,7,4,3,0.79403,0.397959,49.7041,8.8757,41.4201,0
REF-2015-10-1-20,no,REF-2015-10,YES,2015,Inline,No,NO,NO,NO,NA,NA,NA,NA,NA,Fraser,MAIN,12894,12.89,1,1.1795609,14.3530413,141,7,5,2,0.49479,0.216263,87.1795,8.547,4.2735,0
REF-2015-10-1-08,no,REF-2015-10,YES,2015,Inline,No,NO,NO,NO,NA,NA,NA,NA,NA,Fraser,MAIN,12894,12.89,1,1.246479392,4.992277119,124,9,6,3,1.279632,0.614958,40.4255,15.9574,4.2553,39.3617
REF-2015-10-1-17,no,REF-2015-10,YES,2015,Inline,No,NO,NO,NO,NA,NA,NA,NA,NA,Fraser,MAIN,12894,12.89,1,1.270879269,18.0390479,152,11,8,3,1.591924,0.751837,79.096,20.904,0,0
REF-2015-10-1-02,no,REF-2015-10,YES,2015,Inline,No,NO,NO,NO,NA,NA,NA,NA,NA,Fraser,MAIN,12894,12.89,1,1.29560709,12.01296261,147,8,4,4,0.780319,0.463226,84.1772,12.6582,1.2658,1.8987
REF-2015-10-1-23,no,REF-2015-10,YES,2015,Inline,No,NO,NO,NO,NA,NA,NA,NA,NA,Fraser,MAIN,12894,12.89,1,1.312204838,10.52485954,108,12,7,5,1.60627,0.7438,58.2418,16.8498,24.9084,0
REF-2015-10-1-10,no,REF-2015-10,YES,2015,Inline,No,NO,NO,NO,NA,NA,NA,NA,NA,Fraser,MAIN,12894,12.89,1,1.360436916,16.14004847,108,7,4,3,0.748457,0.431469,73.6842,20.4678,5.848,0
REF-2015-10-1-28,no,REF-2015-10,YES,2015,Inline,No,NO,NO,NO,NA,NA,NA,NA,NA,Fraser,MAIN,12894,12.89,1,1.369560242,21.70691743,137,6,3,3,0.971849,0.595156,45.9459,27.027,27.027,0
REF-2015-10-1-15,no,REF-2015-10,YES,2015,Inline,No,NO,NO,NO,NA,NA,NA,NA,NA,Fraser,MAIN,12894,12.89,1,1.42130959,22.72404365,74,10,5,5,0.692998,0.324291,84.375,4.0179,10.7143,0.8929
REF-2015-10-1-06,no,REF-2015-10,YES,2015,Inline,No,NO,NO,NO,NA,NA,NA,NA,NA,Fraser,MAIN,12894,12.89,1,1.423966527,19.42087456,144,6,5,1,0.660383,0.3364,95.2381,4.7619,0,0
REF-2015-10-1-26,no,REF-2015-10,YES,2015,Inline,No,NO,NO,NO,NA,NA,NA,NA,NA,Fraser,MAIN,12894,12.89,1,1.442172527,30.86627098,NA,3,2,1,0.032721,0.010416,99.4792,0.5208,0,0
REF-2015-10-1-25,no,REF-2015-10,YES,2015,Inline,No,NO,NO,NO,NA,NA,NA,NA,NA,Fraser,MAIN,12894,12.89,1,1.49000001,11.93279248,152,8,5,3,1.013885,0.579232,91.342,8.658,0,0
REF-2015-10-1-21,no,REF-2015-10,YES,2015,Inline,No,NO,NO,NO,NA,NA,NA,NA,NA,Fraser,MAIN,12894,12.89,1,1.503926396,32.29250962,118,12,8,4,0.805779,0.345357,93.8356,0.6849,4.1096,1.3699
REF-2015-10-1-29,no,REF-2015-10,YES,2015,Inline,No,NO,NO,NO,NA,NA,NA,NA,NA,Fraser,MAIN,12894,12.89,1,1.528687716,11.47181243,158,5,2,3,0.104732,0.042533,77.9661,0,20.339,1.6949
REF-2015-10-1-07,no,REF-2015-10,YES,2015,Inline,No,NO,NO,NO,NA,NA,NA,NA,NA,Fraser,MAIN,12894,12.89,1,1.585145354,3.907334279,161,8,6,2,0.655497,0.277986,88.3495,0,11.6505,0
REF-2015-11-2-16,no,REF-2015-11,YES,2015,Inline,No,NO,NO,NO,NA,NA,NA,NA,NA,Fraser,MAIN,23035,23.04,2,0.11990381,2.462930532,NA,5,3,2,0.324508,0.14497,89.6552,10.3448,0,0
REF-2015-11-2-14,no,REF-2015-11,YES,2015,Inline,No,NO,NO,NO,NA,NA,NA,NA,NA,Fraser,MAIN,23035,23.04,2,0.16913645,2.087897129,NA,7,5,2,0.847049,0.393491,68.4211,31.5789,0,0
REF-2015-11-2-20,no,REF-2015-11,YES,2015,Inline,No,NO,NO,NO,NA,NA,NA,NA,NA,Fraser,MAIN,23035,23.04,2,0.179806426,6.733341576,NA,3,2,1,0.08832,0.034472,93.4426,6.5574,0,0
REF-2015-11-2-15,no,REF-2015-11,YES,2015,Inline,No,NO,NO,NO,NA,NA,NA,NA,NA,Fraser,MAIN,23035,23.04,2,0.179903984,1.695308514,NA,9,6,3,0.95223,0.423828,45.7143,54.2857,0,0
REF-2015-11-2-17,no,REF-2015-11,YES,2015,Inline,No,NO,NO,NO,NA,NA,NA,NA,NA,Fraser,MAIN,23035,23.04,2,0.189711243,3.402457905,NA,5,4,1,0.329684,0.133045,87.7551,12.2449,0,0
REF-2015-11-2-18,no,REF-2015-11,YES,2015,Inline,No,NO,NO,NO,NA,NA,NA,NA,NA,Fraser,MAIN,23035,23.04,2,0.199807182,5.608418591,NA,6,3,3,0.536665,0.277008,61.2903,38.7097,0,0
REF-2015-11-2-19,no,REF-2015-11,YES,2015,Inline,No,NO,NO,NO,NA,NA,NA,NA,NA,Fraser,MAIN,23035,23.04,2,0.229806468,8.489102703,NA,5,4,1,0.708347,0.345,76.9231,23.0769,0,0
REF-2015-11-2-11,no,REF-2015-11,YES,2015,Inline,No,NO,NO,NO,NA,NA,NA,NA,NA,Fraser,MAIN,23035,23.04,2,0.289135903,5.363904157,NA,6,3,3,0.9557,0.571429,14,82,0,4
REF-2015-11-2-12,no,REF-2015-11,YES,2015,Inline,No,NO,NO,NO,NA,NA,NA,NA,NA,Fraser,MAIN,23035,23.04,2,0.289904028,3.984331822,NA,4,1,3,0,0,5.8824,23.5294,0,70.5882
REF-2015-11-2-04,no,REF-2015-11,YES,2015,Inline,No,NO,NO,NO,NA,NA,NA,NA,NA,Fraser,MAIN,23035,23.04,2,0.310577154,8.835952343,NA,1,0,1,0,1,0,100,0,0
REF-2015-11-2-13,no,REF-2015-11,YES,2015,Inline,No,NO,NO,NO,NA,NA,NA,NA,NA,Fraser,MAIN,23035,23.04,2,0.339424074,5.330212933,NA,6,3,3,0.277113,0.119141,51.6129,48.3871,0,0
REF-2015-11-2-09,no,REF-2015-11,YES,2015,Inline,No,NO,NO,NO,NA,NA,NA,NA,NA,Fraser,MAIN,23035,23.04,2,0.360383898,7.183529637,NA,1,0,1,0,1,0,100,0,0
REF-2015-11-2-10,no,REF-2015-11,YES,2015,Inline,No,NO,NO,NO,NA,NA,NA,NA,NA,Fraser,MAIN,23035,23.04,2,0.369327933,5.77424243,NA,4,3,1,0.964963,0.592593,47.3684,52.6316,0,0
REF-2015-11-2-02,no,REF-2015-11,YES,2015,Inline,No,NO,NO,NO,NA,NA,NA,NA,NA,Fraser,MAIN,23035,23.04,2,0.400000006,8.425219811,NA,6,3,3,1.098612,0.666667,15.7895,73.6842,0,10.5263
REF-2015-11-2-03,no,REF-2015-11,YES,2015,Inline,No,NO,NO,NO,NA,NA,NA,NA,NA,Fraser,MAIN,23035,23.04,2,0.40019244,7.737790933,NA,1,0,1,0,1,0,100,0,0
REF-2015-11-2-06,no,REF-2015-11,YES,2015,Inline,No,NO,NO,NO,NA,NA,NA,NA,NA,Fraser,MAIN,23035,23.04,2,0.429711908,19.2149033,NA,2,1,1,0,0,2.439,97.561,0,0
REF-2015-11-2-01,no,REF-2015-11,YES,2015,Inline,No,NO,NO,NO,NA,NA,NA,NA,NA,Fraser,MAIN,23035,23.04,2,0.439710945,7.483948861,NA,7,3,4,1.05492,0.64,2.451,96.5686,0,0.9804
REF-2015-11-2-05,no,REF-2015-11,YES,2015,Inline,No,NO,NO,NO,NA,NA,NA,NA,NA,Fraser,MAIN,23035,23.04,2,0.489711612,14.26657106,NA,8,3,5,1.05492,0.64,2.4752,96.5347,0,0.9901
REF-2015-11-2-08,no,REF-2015-11,YES,2015,Inline,No,NO,NO,NO,NA,NA,NA,NA,NA,Fraser,MAIN,23035,23.04,2,0.499903917,16.74829029,NA,5,3,2,0.408698,0.196429,25.9259,74.0741,0,0
REF-2015-11-1-29,no,REF-2015-11,YES,2015,Inline,No,NO,NO,NO,NA,NA,NA,NA,NA,Fraser,MAIN,23035,23.04,2,0.529711783,9.168701048,NA,5,3,2,0.150231,0.056933,97.1698,2.8302,0,0
REF-2015-11-1-13,no,REF-2015-11,YES,2015,Inline,No,NO,NO,NO,NA,NA,NA,NA,NA,Fraser,MAIN,23035,23.04,2,0.549807668,7.904479958,NA,4,4,0,0.203013,0.074889,100,0,0,0
REF-2015-11-2-07,no,REF-2015-11,YES,2015,Inline,No,NO,NO,NO,NA,NA,NA,NA,NA,Fraser,MAIN,23035,23.04,2,0.569327533,24.10878292,NA,7,4,3,1.332179,0.72,2.924,95.9064,1.1696,0
REF-2015-11-1-27,no,REF-2015-11,YES,2015,Inline,No,NO,NO,NO,NA,NA,NA,NA,NA,Fraser,MAIN,23035,23.04,2,0.659518898,10.644595,NA,5,2,3,0.233792,0.117188,93.2039,2.9126,0,3.8835
REF-2015-11-1-09,no,REF-2015-11,YES,2015,Inline,No,NO,NO,NO,NA,NA,NA,NA,NA,Fraser,MAIN,23035,23.04,2,0.66971159,26.07494416,81,10,7,3,1.193002,0.615576,79.9087,19.1781,0.9132,0
REF-2015-11-1-17,no,REF-2015-11,YES,2015,Inline,No,NO,NO,NO,NA,NA,NA,NA,NA,Fraser,MAIN,23035,23.04,2,0.679519475,9.502857413,NA,7,3,4,0.404432,0.201481,88.2353,8.8235,1.9608,0.9804
REF-2015-11-1-06,no,REF-2015-11,YES,2015,Inline,No,NO,NO,NO,NA,NA,NA,NA,NA,Fraser,MAIN,23035,23.04,2,0.82980758,29.11264906,110,14,10,4,0.878585,0.377298,89.5349,5.814,4.6512,0
REF-2015-11-1-22,no,REF-2015-11,YES,2015,Inline,No,NO,NO,NO,NA,NA,NA,NA,NA,Fraser,MAIN,23035,23.04,2,0.830292284,31.66211941,NA,9,4,5,1.064121,0.622892,54.1985,32.8244,12.2137,0.7634
REF-2015-11-1-08,no,REF-2015-11,YES,2015,Inline,No,NO,NO,NO,NA,NA,NA,NA,NA,Fraser,MAIN,23035,23.04,2,0.83990252,31.992706,NA,9,4,5,1.273028,0.691358,68.7023,19.8473,3.8168,7.6336
REF-2015-11-1-15,no,REF-2015-11,YES,2015,Inline,No,NO,NO,NO,NA,NA,NA,NA,NA,Fraser,MAIN,23035,23.04,2,0.869037926,24.41617113,93,10,7,3,0.457021,0.171832,66,34,0,0
REF-2015-11-1-01,no,REF-2015-11,YES,2015,Inline,No,NO,NO,NO,NA,NA,NA,NA,NA,Fraser,MAIN,23035,23.04,2,0.870292544,29.0815902,NA,6,4,2,1.108873,0.650921,86.7188,0.7813,12.5,0
REF-2015-11-1-10,no,REF-2015-11,YES,2015,Inline,No,NO,NO,NO,NA,NA,NA,NA,NA,Fraser,MAIN,23035,23.04,2,0.888651669,17.47986039,87,15,13,2,1.655025,0.661635,88.4211,11.5789,0,0
REF-2015-11-1-03,no,REF-2015-11,YES,2015,Inline,No,NO,NO,NO,NA,NA,NA,NA,NA,Fraser,MAIN,23035,23.04,2,0.908748806,25.10576046,68,15,11,4,0.840762,0.327178,71.0145,26.087,1.9324,0.9662
REF-2015-11-1-19,no,REF-2015-11,YES,2015,Inline,No,NO,NO,NO,NA,NA,NA,NA,NA,Fraser,MAIN,23035,23.04,2,0.909615099,20.91313912,102,10,8,2,1.536796,0.737655,65.4054,34.5946,0,0
REF-2015-11-1-26,no,REF-2015-11,YES,2015,Inline,No,NO,NO,NO,NA,NA,NA,NA,NA,Fraser,MAIN,23035,23.04,2,0.930096984,21.46831759,73,6,5,1,1.33757,0.712152,79.2531,20.7469,0,0
REF-2015-11-1-04,no,REF-2015-11,YES,2015,Inline,No,NO,NO,NO,NA,NA,NA,NA,NA,Fraser,MAIN,23035,23.04,2,0.930583715,25.29807337,124,11,7,4,1.334552,0.63283,81.3665,9.9379,2.4845,6.2112
REF-2015-11-1-14,no,REF-2015-11,YES,2015,Inline,No,NO,NO,NO,NA,NA,NA,NA,NA,Fraser,MAIN,23035,23.04,2,0.939711273,17.63148358,102,11,8,3,0.889935,0.386782,83.5749,11.5942,4.8309,0
REF-2015-11-1-24,no,REF-2015-11,YES,2015,Inline,No,NO,NO,NO,NA,NA,NA,NA,NA,Fraser,MAIN,23035,23.04,2,0.969517589,17.49202172,103,12,10,2,0.693319,0.283336,90.7834,9.2166,0,0
REF-2015-11-1-30,no,REF-2015-11,YES,2015,Inline,No,NO,NO,NO,NA,NA,NA,NA,NA,Fraser,MAIN,23035,23.04,2,0.989711285,16.19836696,113,6,3,3,0.358765,0.165679,64.2857,24.2857,0,11.4286
REF-2015-11-1-12,no,REF-2015-11,YES,2015,Inline,No,NO,NO,NO,NA,NA,NA,NA,NA,Fraser,MAIN,23035,23.04,2,1.049805284,34.52123249,NA,7,3,4,0.801819,0.46,38.4615,11.5385,7.6923,42.3077
REF-2015-11-1-21,no,REF-2015-11,YES,2015,Inline,No,NO,NO,NO,NA,NA,NA,NA,NA,Fraser,MAIN,23035,23.04,2,1.070776939,41.77078373,164,10,6,4,1.345872,0.67602,15.9091,39.7727,44.3182,0
REF-2015-11-1-28,no,REF-2015-11,YES,2015,Inline,No,NO,NO,NO,NA,NA,NA,NA,NA,Fraser,MAIN,23035,23.04,2,1.099518418,28.30666948,NA,14,10,4,1.260642,0.595942,87.6033,6.6116,5.7851,0
REF-2015-11-1-07,no,REF-2015-11,YES,2015,Inline,No,NO,NO,NO,NA,NA,NA,NA,NA,Fraser,MAIN,23035,23.04,2,1.149325967,32.81179356,109,12,7,5,0.609337,0.260898,85.6574,3.1873,3.9841,7.1713
REF-2015-11-1-02,no,REF-2015-11,YES,2015,Inline,No,NO,NO,NO,NA,NA,NA,NA,NA,Fraser,MAIN,23035,23.04,2,1.149999976,43.61472621,NA,3,1,2,0,0,1.0101,0,90.9091,8.0808
REF-2015-11-1-16,no,REF-2015-11,YES,2015,Inline,No,NO,NO,NO,NA,NA,NA,NA,NA,Fraser,MAIN,23035,23.04,2,1.150192618,23.94296204,NA,8,3,5,1.029653,0.62,10.6383,10.6383,78.7234,0
REF-2015-11-1-11,no,REF-2015-11,YES,2015,Inline,No,NO,NO,NO,NA,NA,NA,NA,NA,Fraser,MAIN,23035,23.04,2,1.179614425,24.7662435,134,4,2,2,0.362211,0.207612,15.1786,0,84.8214,0
REF-2015-11-1-20,no,REF-2015-11,YES,2015,Inline,No,NO,NO,NO,NA,NA,NA,NA,NA,Fraser,MAIN,23035,23.04,2,1.199903607,26.26422216,NA,4,2,2,0.422709,0.255,22.2222,0,77.7778,0
REF-2015-11-1-23,no,REF-2015-11,YES,2015,Inline,No,NO,NO,NO,NA,NA,NA,NA,NA,Fraser,MAIN,23035,23.04,2,1.24028945,22.54714341,NA,9,5,4,1.376055,0.704082,7.4866,2.6738,89.8396,0
REF-2015-11-1-18,no,REF-2015-11,YES,2015,Inline,No,NO,NO,NO,NA,NA,NA,NA,NA,Fraser,MAIN,23035,23.04,2,1.290290236,30.69618753,145,8,6,2,1.119932,0.52642,60.8108,2.7027,36.4865,0
REF-2015-11-1-25,no,REF-2015-11,YES,2015,Inline,No,NO,NO,NO,NA,NA,NA,NA,NA,Fraser,MAIN,23035,23.04,2,1.309710503,29.1120783,NA,7,3,4,0.485094,0.24,46.875,9.375,40.625,3.125
REF-2015-11-1-05,no,REF-2015-11,YES,2015,Inline,No,NO,NO,NO,NA,NA,NA,NA,NA,Fraser,MAIN,23035,23.04,2,1.310289145,25.98043215,NA,9,4,5,1.294545,0.710744,16.1765,4.4118,72.0588,7.3529
REF-2015-12-2-01,no,REF-2015-12,YES,2015,Inline,No,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,MAIN,18973,18.97,2,-0.089695357,0,60,6,5,1,0.584238,0.254365,93.9394,6.0606,0,0
REF-2015-12-2-03,no,REF-2015-12,YES,2015,Inline,No,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,MAIN,18973,18.97,2,0.02,0.461335069,33,5,4,1,0.429055,0.18625,95.2381,0,0,4.7619
REF-2015-12-2-08,no,REF-2015-12,YES,2015,Inline,No,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,MAIN,18973,18.97,2,0.189924493,3.775254017,61,5,3,2,0.150958,0.059063,97.0588,2.3529,0,0.5882
REF-2015-12-2-06,no,REF-2015-12,YES,2015,Inline,No,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,MAIN,18973,18.97,2,0.189999998,1.981538373,50,6,4,2,0.141461,0.047987,98.4,0.8,0,0.8
REF-2015-12-2-02,no,REF-2015-12,YES,2015,Inline,No,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,MAIN,18973,18.97,2,0.190104067,4.260980672,35,5,3,2,0.344598,0.15625,94.1176,5.8824,0,0
REF-2015-12-2-07,no,REF-2015-12,YES,2015,Inline,No,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,MAIN,18973,18.97,2,0.200073108,3.619037903,54,5,4,1,0.21656,0.07994,98.6486,1.3514,0,0
REF-2015-12-2-04,no,REF-2015-12,YES,2015,Inline,No,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,MAIN,18973,18.97,2,0.329928637,3.931689438,54,8,4,4,0.304151,0.124727,90.678,6.7797,1.6949,0.8475
REF-2015-12-2-05,no,REF-2015-12,YES,2015,Inline,No,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,MAIN,18973,18.97,2,0.370035917,5.044554351,54,7,4,3,0.236954,0.091999,96.0784,1.3072,0,2.6144
REF-2015-12-2-09,no,REF-2015-12,YES,2015,Inline,No,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,MAIN,18973,18.97,2,0.460683465,4.873522707,50,5,3,2,0.150231,0.056933,96.2617,0,0,3.7383
REF-2015-12-2-10,no,REF-2015-12,YES,2015,Inline,No,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,MAIN,18973,18.97,2,0.550613284,6.012956715,NA,5,5,0,0.649486,0.296111,100,0,0,0
REF-2015-12-1-20,no,REF-2015-12,YES,2015,Inline,No,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,MAIN,18973,18.97,2,0.860035479,14.67966259,138,6,2,4,0.450561,0.277778,33.3333,13.8889,34.2593,18.5185
REF-2015-12-1-26,no,REF-2015-12,YES,2015,Inline,No,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,MAIN,18973,18.97,2,0.889794588,16.69508824,144,6,4,2,0.862497,0.47446,82.6087,4.3478,0,13.0435
REF-2015-12-1-13,no,REF-2015-12,YES,2015,Inline,No,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,MAIN,18973,18.97,2,0.910154939,7.364989221,112,9,4,5,0.794239,0.409444,51.7241,31.0345,6.8966,10.3448
REF-2015-12-1-18,no,REF-2015-12,YES,2015,Inline,No,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,MAIN,18973,18.97,2,0.939999998,15.12891337,102,7,3,4,0.283136,0.135959,61.1336,8.0972,4.0486,26.7206
REF-2015-12-1-12,no,REF-2015-12,YES,2015,Inline,No,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,MAIN,18973,18.97,2,0.959963858,14.36397336,NA,1,0,1,0,1,0,0,100,0
REF-2015-12-1-16,no,REF-2015-12,YES,2015,Inline,No,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,MAIN,18973,18.97,2,0.960259914,12.13354644,117,5,3,2,0.268286,0.121864,76.8595,16.5289,0,6.6116
REF-2015-12-1-09,no,REF-2015-12,YES,2015,Inline,No,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,MAIN,18973,18.97,2,0.97030735,28.92174258,149,8,4,4,0.504989,0.2253,71.25,12.5,15,1.25
REF-2015-12-1-27,no,REF-2015-12,YES,2015,Inline,No,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,MAIN,18973,18.97,2,0.999923766,20.0744686,NA,5,3,2,1.05492,0.64,2.3697,0,97.6303,0
REF-2015-12-1-28,no,REF-2015-12,YES,2015,Inline,No,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,MAIN,18973,18.97,2,1.029757857,12.93032534,101,11,7,4,0.682004,0.283803,77.3913,16.5217,5.2174,0.8696
REF-2015-12-1-17,no,REF-2015-12,YES,2015,Inline,No,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,MAIN,18973,18.97,2,1.069900155,16.22269942,114,10,7,3,1.416132,0.694411,77.5401,17.1123,0,5.3476
REF-2015-12-1-19,no,REF-2015-12,YES,2015,Inline,No,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,MAIN,18973,18.97,2,1.069920301,19.16695914,167,6,3,3,0.359574,0.180155,58.6957,36.2319,5.0725,0
REF-2015-12-1-11,no,REF-2015-12,YES,2015,Inline,No,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,MAIN,18973,18.97,2,1.069926143,14.57883776,132,11,7,4,1.663303,0.779586,33.7662,29.2208,16.2338,20.7792
REF-2015-12-1-04,no,REF-2015-12,YES,2015,Inline,No,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,MAIN,18973,18.97,2,1.079778552,10.23011861,120,7,4,3,0.771253,0.45487,54.4776,7.4627,37.3134,0.7463
REF-2015-12-1-29,no,REF-2015-12,YES,2015,Inline,No,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,MAIN,18973,18.97,2,1.079855323,16.33545555,115,6,2,4,0.233792,0.117188,57.1429,32.1429,10.7143,0
REF-2015-12-1-14,no,REF-2015-12,YES,2015,Inline,No,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,MAIN,18973,18.97,2,1.080000043,18.63909551,109,3,2,1,0.151329,0.067334,92.4731,0,7.5269,0
REF-2015-12-1-22,no,REF-2015-12,YES,2015,Inline,No,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,MAIN,18973,18.97,2,1.090000033,37.31236928,77,10,7,3,1.625078,0.756516,38.2979,56.7376,0,4.9645
REF-2015-12-1-08,no,REF-2015-12,YES,2015,Inline,No,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,MAIN,18973,18.97,2,1.139755011,14.75105807,132,7,3,4,0.509459,0.259369,36.2832,26.5487,26.5487,10.6195
REF-2015-12-1-07,no,REF-2015-12,YES,2015,Inline,No,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,MAIN,18973,18.97,2,1.150242805,26.77415217,95,11,7,4,0.614195,0.258878,77.7778,1.1111,15.5556,5.5556
REF-2015-12-1-30,no,REF-2015-12,YES,2015,Inline,No,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,MAIN,18973,18.97,2,1.170169234,6.733911666,135,9,5,4,1.064737,0.585544,70.3448,4.1379,0,25.5172
REF-2015-12-1-05,no,REF-2015-12,YES,2015,Inline,No,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,MAIN,18973,18.97,2,1.17965126,44.91106178,123,9,4,5,0.612079,0.285511,46.2963,25.9259,26.5432,1.2346
REF-2015-12-1-15,no,REF-2015-12,YES,2015,Inline,No,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,MAIN,18973,18.97,2,1.180348873,21.40248762,121,11,5,6,1.362447,0.702222,38.4615,28.2051,17.9487,15.3846
REF-2015-12-1-03,no,REF-2015-12,YES,2015,Inline,No,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,MAIN,18973,18.97,2,1.219926238,31.04544617,128,12,8,4,1.587693,0.7352,40.3226,29.8387,29.8387,0
REF-2015-12-1-24,no,REF-2015-12,YES,2015,Inline,No,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,MAIN,18973,18.97,2,1.230075717,26.66677039,118,13,7,6,1.121606,0.516272,37.1429,50,10.7143,2.1429
REF-2015-12-1-23,no,REF-2015-12,YES,2015,Inline,No,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,MAIN,18973,18.97,2,1.269896269,24.00919749,167,13,9,4,2.078484,0.855695,69.5238,23.8095,5.7143,0.9524
REF-2015-12-1-02,no,REF-2015-12,YES,2015,Inline,No,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,MAIN,18973,18.97,2,1.300179243,33.37940121,136,11,7,4,1.35018,0.668954,63.522,35.2201,0,1.2579
REF-2015-12-1-06,no,REF-2015-12,YES,2015,Inline,No,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,MAIN,18973,18.97,2,1.35030067,25.74806353,50,8,7,1,1.645545,0.772521,70.3704,29.6296,0,0
REF-2015-12-1-21,no,REF-2015-12,YES,2015,Inline,No,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,MAIN,18973,18.97,2,1.360035777,42.55960835,124,4,3,1,0.826224,0.472058,38.2353,0,0,61.7647
REF-2015-12-1-01,no,REF-2015-12,YES,2015,Inline,No,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,MAIN,18973,18.97,2,1.429892302,38.83244349,11,8,4,4,0.803211,0.416728,67.8899,24.7706,7.3394,0
REF-2015-12-1-10,no,REF-2015-12,YES,2015,Inline,No,NO,NO,YES,NA,NA,NA,NA,NA,Fraser,MAIN,18973,18.97,2,1.439782977,31.61324558,48,14,9,5,1.360081,0.599747,72.5275,21.978,0,5.4945
